svg,svg_id,label,status_text,status_color,modal_before,modal_after
Escenario8.svg,pez1,Pescado en Peligro de Extincion!,,#e50606,,
Escenario8.svg,meta1,Temporada Demasiado Larga! Sin Restriccion,,#e50606,,
Escenario8.svg,barco1,Demasiados Barcos! 40 barcos,,#e50606,,
